,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
indivisual[491],0.235,0.101,0.066,0.41,0.002,0.001,3365.0,5223.0,1.0
indivisual[492],0.115,0.049,0.033,0.206,0.001,0.001,2784.0,4356.0,1.0
indivisual[493],1.347,0.491,0.497,2.289,0.01,0.007,2439.0,3957.0,1.0
indivisual[494],1.135,0.429,0.388,1.943,0.008,0.006,2801.0,4299.0,1.0
indivisual[495],1.204,0.449,0.399,2.025,0.008,0.006,2848.0,2853.0,1.0
indivisual[496],1.217,0.452,0.472,2.074,0.009,0.007,2464.0,4444.0,1.0
indivisual[497],0.749,0.302,0.233,1.311,0.006,0.004,2699.0,4230.0,1.0
indivisual[498],0.232,0.101,0.073,0.423,0.002,0.001,2468.0,3646.0,1.0
indivisual[499],1.135,0.423,0.388,1.92,0.008,0.006,2677.0,4494.0,1.0
indivisual[500],1.066,0.414,0.324,1.82,0.007,0.005,3355.0,4223.0,1.0
indivisual[501],0.156,0.06,0.054,0.27,0.001,0.001,3428.0,4517.0,1.0
indivisual[502],0.881,0.342,0.298,1.509,0.006,0.004,2950.0,4317.0,1.0
indivisual[503],0.821,0.33,0.285,1.442,0.005,0.004,3544.0,4146.0,1.0
indivisual[504],0.922,0.356,0.324,1.585,0.006,0.004,3234.0,5056.0,1.0
indivisual[505],0.763,0.3,0.262,1.334,0.005,0.003,3828.0,4916.0,1.0
indivisual[506],132.243,18.375,99.147,167.009,0.931,0.659,383.0,1088.0,1.0
indivisual[507],15.528,2.278,11.636,19.905,0.105,0.075,429.0,1576.0,1.01
indivisual[508],13.302,2.014,9.642,16.943,0.087,0.061,539.0,1945.0,1.01
indivisual[509],15.414,2.319,11.345,19.85,0.107,0.076,440.0,1725.0,1.01
indivisual[510],11.631,1.922,8.08,15.153,0.077,0.054,633.0,2095.0,1.01
indivisual[511],26.585,4.718,18.302,35.757,0.172,0.122,719.0,2260.0,1.01
indivisual[512],16.648,3.119,10.966,22.49,0.12,0.085,672.0,2444.0,1.0
indivisual[513],4.033,0.872,2.505,5.684,0.027,0.019,1010.0,2793.0,1.01
indivisual[514],2.093,0.484,1.239,3.019,0.013,0.01,1334.0,2897.0,1.0
indivisual[515],2.056,0.503,1.173,3.009,0.016,0.011,1089.0,2639.0,1.01
indivisual[516],3.489,0.814,2.035,4.969,0.023,0.016,1318.0,3041.0,1.0
indivisual[517],7.002,1.612,4.096,10.009,0.044,0.031,1403.0,3044.0,1.0
indivisual[518],1.391,0.332,0.799,2.033,0.01,0.007,1267.0,3128.0,1.01
indivisual[519],4.411,1.217,2.22,6.688,0.03,0.021,1598.0,4536.0,1.0
indivisual[520],1.051,0.292,0.539,1.607,0.006,0.005,1946.0,3484.0,1.0
indivisual[521],9.896,2.81,4.811,15.14,0.064,0.046,1960.0,3927.0,1.0
indivisual[522],0.599,0.174,0.307,0.928,0.004,0.003,1961.0,3672.0,1.0
indivisual[523],1.811,0.537,0.809,2.783,0.012,0.009,2160.0,4077.0,1.0
indivisual[524],3.677,1.076,1.761,5.677,0.027,0.019,1566.0,3994.0,1.0
indivisual[525],0.076,0.033,0.02,0.135,0.001,0.0,2428.0,4594.0,1.0
indivisual[526],1.912,0.607,0.844,3.016,0.013,0.009,2324.0,4113.0,1.0
indivisual[527],2.068,0.694,0.858,3.381,0.015,0.01,2187.0,2979.0,1.0
indivisual[528],2.272,0.766,1.004,3.808,0.018,0.013,1732.0,3655.0,1.0
indivisual[529],1.999,0.683,0.813,3.29,0.013,0.009,2720.0,4231.0,1.0
indivisual[530],0.21,0.1,0.049,0.396,0.002,0.001,3048.0,4759.0,1.0
indivisual[531],15.574,3.186,10.064,21.933,0.114,0.081,772.0,2310.0,1.0
indivisual[532],7.061,1.832,3.89,10.618,0.054,0.038,1170.0,4201.0,1.0
indivisual[533],2.583,0.915,0.998,4.263,0.021,0.015,1839.0,4007.0,1.0
indivisual[534],1.638,0.633,0.523,2.784,0.013,0.009,2650.0,4447.0,1.0
indivisual[535],0.196,0.087,0.048,0.357,0.001,0.001,3346.0,3862.0,1.0
indivisual[536],0.184,0.087,0.042,0.343,0.001,0.001,4334.0,4708.0,1.0
indivisual[537],58.592,9.089,42.769,76.209,0.374,0.264,586.0,1727.0,1.0
indivisual[538],12.927,2.441,8.722,17.571,0.086,0.061,811.0,2285.0,1.0
indivisual[539],7.446,1.458,4.791,10.157,0.05,0.035,848.0,2652.0,1.0
indivisual[540],4.0,0.845,2.414,5.52,0.027,0.019,1021.0,2598.0,1.0
indivisual[541],3.855,0.876,2.322,5.53,0.026,0.018,1149.0,3293.0,1.0
indivisual[542],4.956,1.086,2.985,7.022,0.028,0.02,1586.0,2979.0,1.0
indivisual[543],5.203,1.239,3.081,7.621,0.035,0.025,1233.0,2712.0,1.0
indivisual[544],8.199,2.183,4.489,12.583,0.051,0.036,1834.0,3772.0,1.0
indivisual[545],3.085,0.807,1.75,4.699,0.019,0.014,1755.0,3607.0,1.0
indivisual[546],8.123,2.473,3.706,12.622,0.047,0.033,2672.0,4281.0,1.0
indivisual[547],1.02,0.328,0.441,1.644,0.006,0.005,2725.0,4018.0,1.0
indivisual[548],12.326,4.044,5.149,19.905,0.076,0.054,2840.0,3600.0,1.0
indivisual[549],1.776,0.649,0.662,3.03,0.012,0.008,2748.0,3165.0,1.0
indivisual[550],1.533,0.609,0.462,2.628,0.01,0.007,3466.0,4024.0,1.0
indivisual[551],1.148,0.449,0.367,1.971,0.008,0.006,2943.0,4250.0,1.0
indivisual[552],0.814,0.457,0.089,1.634,0.006,0.004,5463.0,4323.0,1.0
indivisual[553],0.161,0.093,0.018,0.332,0.001,0.001,3795.0,4300.0,1.0
indivisual[554],20.981,4.499,13.495,29.779,0.157,0.111,855.0,1782.0,1.0
indivisual[555],10.528,2.417,6.371,15.002,0.08,0.057,949.0,1783.0,1.0
indivisual[556],9.323,2.297,5.472,13.743,0.071,0.05,1080.0,2284.0,1.0
indivisual[557],8.711,2.174,5.175,13.052,0.064,0.046,1162.0,2460.0,1.0
indivisual[558],22.192,5.724,12.407,33.205,0.151,0.107,1496.0,2394.0,1.0
indivisual[559],4.869,1.305,2.623,7.354,0.039,0.027,1189.0,2531.0,1.0
indivisual[560],7.364,2.148,3.561,11.403,0.058,0.041,1372.0,3185.0,1.0
indivisual[561],4.19,1.272,1.919,6.503,0.034,0.024,1451.0,3158.0,1.0
indivisual[562],4.847,1.495,2.264,7.703,0.037,0.027,1667.0,3319.0,1.0
indivisual[563],3.601,1.256,1.403,5.924,0.029,0.02,1959.0,2700.0,1.0
indivisual[564],5.615,1.838,2.334,9.034,0.044,0.031,1963.0,3202.0,1.0
indivisual[565],2.545,0.841,1.046,4.098,0.022,0.016,1506.0,2789.0,1.0
indivisual[566],7.552,2.937,2.622,13.227,0.056,0.04,2908.0,4266.0,1.0
indivisual[567],11.993,5.023,3.262,21.109,0.083,0.059,3567.0,3610.0,1.0
indivisual[568],2.184,1.005,0.504,4.02,0.017,0.012,3370.0,4545.0,1.0
indivisual[569],0.5,0.236,0.11,0.947,0.004,0.003,2782.0,4125.0,1.0
indivisual[570],31.763,9.424,15.637,50.11,0.172,0.122,2826.0,4534.0,1.0
indivisual[571],17.044,5.949,6.766,27.978,0.101,0.071,3393.0,4870.0,1.0
indivisual[572],10.431,4.916,2.338,19.323,0.074,0.052,4193.0,4544.0,1.0
indivisual[573],9.596,4.624,2.176,18.468,0.071,0.05,3737.0,2246.0,1.0
indivisual[574],7.793,4.073,1.225,15.143,0.062,0.044,3752.0,3065.0,1.0
indivisual[575],4.217,2.317,0.465,8.357,0.034,0.026,4581.0,3310.0,1.0
indivisual[576],4.974,2.893,0.624,10.197,0.042,0.03,4423.0,4161.0,1.0
indivisual[577],4.904,2.896,0.426,10.092,0.04,0.029,4977.0,4397.0,1.0
indivisual[578],4.113,2.232,0.519,8.103,0.03,0.021,4788.0,3337.0,1.0
indivisual[579],6.575,3.665,0.515,13.19,0.06,0.043,3331.0,3946.0,1.0
indivisual[580],4.226,2.499,0.334,8.588,0.034,0.024,4720.0,4295.0,1.0
indivisual[581],2.835,1.679,0.188,5.723,0.023,0.016,4444.0,3596.0,1.0
indivisual[582],2.415,1.477,0.085,5.006,0.02,0.014,4434.0,4139.0,1.0
mu_t,0.261,0.018,0.229,0.296,0.002,0.001,82.0,300.0,1.05
mu_i,0.705,0.065,0.592,0.836,0.006,0.005,106.0,207.0,1.01
sigma_t,0.071,0.007,0.057,0.085,0.001,0.0,196.0,633.0,1.03
sigma_i,0.195,0.024,0.151,0.239,0.002,0.001,156.0,320.0,1.01
